key,value,date
1,138,2010-03-12
1,310,2010-03-26
1,376,2010-04-09
1,337,2010-04-23
1,238,2010-05-07
1,354,2010-05-21
1,546,2010-06-04
1,543,2010-06-18
1,371,2010-07-02
1,216,2010-07-16
1,239,2010-07-30
1,386,2010-08-13
1,479,2010-08-27
1,395,2010-09-10
1,386,2010-09-24
1,304,2010-10-08
1,157,2010-10-22
1,282,2010-11-05
1,443,2010-11-19
1,465,2010-12-03
1,504,2010-12-17
1,512,2010-12-31
1,608,2011-01-14
1,652,2011-01-28
1,411,2011-02-11
1,200,2011-02-25
1,62,2011-03-11
1,58,2011-03-25
1,361,2011-04-08
1,614,2011-04-22
1,517,2011-05-06
1,208,2011-05-20
1,42,2011-06-03
1,243,2011-06-17
1,364,2011-07-01
1,374,2011-07-15
1,325,2011-07-29
1,173,2011-08-12
1,240,2011-08-26
1,363,2011-09-09
1,319,2011-09-23
1,302,2011-10-07
1,276,2011-10-21
1,181,2011-11-04
1,70,2011-11-18
1,0,2011-12-02
1,1,2011-12-16
1,1,2011-12-30
1,0,2012-01-13
1,2,2012-01-27
1,2,2012-02-10
1,0,2012-02-24
1,0,2012-03-09
1,4,2012-03-23
1,4,2012-04-06
1,0,2012-04-20
1,0,2012-05-04
1,0,2012-05-18
1,0,2012-06-01
1,0,2012-06-15
1,0,2012-06-29
1,0,2012-07-13
1,0,2012-07-27
1,0,2012-08-10
1,0,2012-08-24
1,0,2012-09-07
1,0,2012-09-21
1,0,2012-10-05
1,0,2012-10-19
1,0,2012-11-02
1,0,2012-11-16
1,0,2012-11-30
1,0,2012-12-14
1,0,2012-12-28
1,0,2013-01-11
1,0,2013-01-25
1,0,2013-02-08
1,0,2013-02-22
1,0,2013-03-08
1,0,2013-03-22
1,0,2013-04-05
1,0,2013-04-19
1,0,2013-05-03
1,0,2013-05-17
1,0,2013-05-31
1,0,2013-06-14
1,0,2013-06-28
1,0,2013-07-12
1,0,2013-07-26
1,0,2013-08-09
1,0,2013-08-23
1,0,2013-09-06
1,0,2013-09-20
1,0,2013-10-04
1,0,2013-10-18
1,1,2013-11-01
1,1,2013-11-15
1,0,2013-11-29
1,0,2013-12-13
1,0,2013-12-27
1,0,2014-01-10
1,0,2014-01-24
1,0,2014-02-07
1,0,2014-02-21
1,0,2014-03-07
1,0,2014-03-21
1,0,2014-04-04
1,0,2014-04-18
1,0,2014-05-02
1,0,2014-05-16
1,0,2014-05-30
1,0,2014-06-13
1,0,2014-06-27
1,0,2014-07-11
1,0,2014-07-25
1,0,2014-08-08
1,0,2014-08-22
1,0,2014-09-05
1,0,2014-09-19
2,17,2010-03-12
2,27,2010-03-26
2,14,2010-04-09
2,5,2010-04-23
2,2,2010-05-07
2,1,2010-05-21
2,14,2010-06-04
2,27,2010-06-18
2,13,2010-07-02
2,0,2010-07-16
2,0,2010-07-30
2,17,2010-08-13
2,38,2010-08-27
2,21,2010-09-10
2,7,2010-09-24
2,15,2010-10-08
2,19,2010-10-22
2,24,2010-11-05
2,32,2010-11-19
2,19,2010-12-03
2,1,2010-12-17
2,8,2010-12-31
2,7,2011-01-14
2,9,2011-01-28
2,12,2011-02-11
2,3,2011-02-25
2,0,2011-03-11
2,0,2011-03-25
2,1,2011-04-08
2,15,2011-04-22
2,14,2011-05-06
2,25,2011-05-20
2,34,2011-06-03
2,20,2011-06-17
2,11,2011-07-01
2,11,2011-07-15
2,12,2011-07-29
2,14,2011-08-12
2,19,2011-08-26
2,32,2011-09-09
2,32,2011-09-23
2,12,2011-10-07
2,6,2011-10-21
2,28,2011-11-04
2,28,2011-11-18
2,5,2011-12-02
2,6,2011-12-16
2,23,2011-12-30
2,24,2012-01-13
2,9,2012-01-27
2,16,2012-02-10
2,24,2012-02-24
2,44,2012-03-09
2,29,2012-03-23
2,54,2012-04-06
2,60,2012-04-20
2,33,2012-05-04
2,51,2012-05-18
2,27,2012-06-01
2,31,2012-06-15
2,63,2012-06-29
2,94,2012-07-13
2,66,2012-07-27
2,23,2012-08-10
2,25,2012-08-24
2,36,2012-09-07
2,27,2012-09-21
2,0,2012-10-05
2,0,2012-10-19
2,0,2012-11-02
2,0,2012-11-16
2,0,2012-11-30
2,19,2012-12-14
2,40,2012-12-28
2,21,2013-01-11
2,10,2013-01-25
2,18,2013-02-08
2,8,2013-02-22
2,0,2013-03-08
2,19,2013-03-22
2,35,2013-04-05
2,18,2013-04-19
2,2,2013-05-03
2,0,2013-05-17
2,0,2013-05-31
2,0,2013-06-14
2,12,2013-06-28
2,14,2013-07-12
2,27,2013-07-26
2,32,2013-08-09
2,30,2013-08-23
2,45,2013-09-06
2,42,2013-09-20
2,20,2013-10-04
2,2,2013-10-18
2,2,2013-11-01
2,12,2013-11-15
2,12,2013-11-29
2,3,2013-12-13
2,4,2013-12-27
2,1,2014-01-10
2,21,2014-01-24
2,25,2014-02-07
2,4,2014-02-21
2,0,2014-03-07
2,14,2014-03-21
2,14,2014-04-04
2,1,2014-04-18
2,1,2014-05-02
2,9,2014-05-16
2,9,2014-05-30
2,0,2014-06-13
2,0,2014-06-27
2,0,2014-07-11
2,0,2014-07-25
2,0,2014-08-08
2,0,2014-08-22
2,0,2014-09-05
2,0,2014-09-19
3,12,2010-03-12
3,12,2010-03-26
3,0,2010-04-09
3,3,2010-04-23
3,3,2010-05-07
3,6,2010-05-21
3,6,2010-06-04
3,0,2010-06-18
3,0,2010-07-02
3,1,2010-07-16
3,1,2010-07-30
3,3,2010-08-13
3,6,2010-08-27
3,3,2010-09-10
3,3,2010-09-24
3,3,2010-10-08
3,0,2010-10-22
3,0,2010-11-05
3,2,2010-11-19
3,4,2010-12-03
3,2,2010-12-17
3,0,2010-12-31
3,0,2011-01-14
3,5,2011-01-28
3,5,2011-02-11
3,0,2011-02-25
3,0,2011-03-11
3,0,2011-03-25
3,0,2011-04-08
3,0,2011-04-22
3,0,2011-05-06
3,2,2011-05-20
3,2,2011-06-03
3,1,2011-06-17
3,4,2011-07-01
3,3,2011-07-15
3,3,2011-07-29
3,3,2011-08-12
3,0,2011-08-26
3,7,2011-09-09
3,7,2011-09-23
3,0,2011-10-07
3,0,2011-10-21
3,4,2011-11-04
3,4,2011-11-18
3,0,2011-12-02
3,3,2011-12-16
3,7,2011-12-30
3,4,2012-01-13
3,1,2012-01-27
3,10,2012-02-10
3,9,2012-02-24
3,0,2012-03-09
3,5,2012-03-23
3,5,2012-04-06
3,0,2012-04-20
3,0,2012-05-04
3,0,2012-05-18
3,14,2012-06-01
3,17,2012-06-15
3,3,2012-06-29
3,2,2012-07-13
3,2,2012-07-27
3,0,2012-08-10
3,3,2012-08-24
3,3,2012-09-07
3,1,2012-09-21
3,1,2012-10-05
3,1,2012-10-19
3,1,2012-11-02
3,0,2012-11-16
3,0,2012-11-30
3,2,2012-12-14
3,3,2012-12-28
3,1,2013-01-11
3,0,2013-01-25
3,0,2013-02-08
3,0,2013-02-22
3,0,2013-03-08
3,0,2013-03-22
3,0,2013-04-05
3,0,2013-04-19
3,0,2013-05-03
3,0,2013-05-17
3,0,2013-05-31
3,0,2013-06-14
3,0,2013-06-28
3,0,2013-07-12
3,4,2013-07-26
3,4,2013-08-09
3,0,2013-08-23
3,1,2013-09-06
3,1,2013-09-20
3,0,2013-10-04
3,0,2013-10-18
3,8,2013-11-01
3,8,2013-11-15
3,0,2013-11-29
3,0,2013-12-13
3,0,2013-12-27
3,0,2014-01-10
3,0,2014-01-24
3,0,2014-02-07
3,0,2014-02-21
3,0,2014-03-07
3,0,2014-03-21
3,0,2014-04-04
3,0,2014-04-18
3,0,2014-05-02
3,0,2014-05-16
3,0,2014-05-30
3,0,2014-06-13
3,0,2014-06-27
3,0,2014-07-11
3,0,2014-07-25
3,0,2014-08-08
3,0,2014-08-22
3,0,2014-09-05
3,0,2014-09-19
4,2,2010-03-12
4,5,2010-03-26
4,5,2010-04-09
4,2,2010-04-23
4,4,2010-05-07
4,8,2010-05-21
4,5,2010-06-04
4,1,2010-06-18
4,0,2010-07-02
4,1,2010-07-16
4,6,2010-07-30
4,12,2010-08-13
4,14,2010-08-27
4,17,2010-09-10
4,11,2010-09-24
4,6,2010-10-08
4,5,2010-10-22
4,2,2010-11-05
4,10,2010-11-19
4,8,2010-12-03
4,6,2010-12-17
4,13,2010-12-31
4,7,2011-01-14
4,0,2011-01-28
4,3,2011-02-11
4,3,2011-02-25
4,2,2011-03-11
4,2,2011-03-25
4,1,2011-04-08
4,10,2011-04-22
4,10,2011-05-06
4,1,2011-05-20
4,3,2011-06-03
4,4,2011-06-17
4,1,2011-07-01
4,1,2011-07-15
4,11,2011-07-29
4,10,2011-08-12
4,0,2011-08-26
4,3,2011-09-09
4,11,2011-09-23
4,13,2011-10-07
4,24,2011-10-21
4,20,2011-11-04
4,1,2011-11-18
4,6,2011-12-02
4,6,2011-12-16
4,0,2011-12-30
4,0,2012-01-13
4,4,2012-01-27
4,4,2012-02-10
4,0,2012-02-24
4,1,2012-03-09
4,4,2012-03-23
4,4,2012-04-06
4,1,2012-04-20
4,0,2012-05-04
4,0,2012-05-18
4,0,2012-06-01
4,0,2012-06-15
4,0,2012-06-29
4,1,2012-07-13
4,2,2012-07-27
4,1,2012-08-10
4,0,2012-08-24
4,2,2012-09-07
4,2,2012-09-21
4,0,2012-10-05
4,0,2012-10-19
4,0,2012-11-02
4,0,2012-11-16
4,0,2012-11-30
4,0,2012-12-14
4,0,2012-12-28
4,0,2013-01-11
4,0,2013-01-25
4,0,2013-02-08
4,0,2013-02-22
4,0,2013-03-08
4,10,2013-03-22
4,10,2013-04-05
4,0,2013-04-19
4,0,2013-05-03
4,0,2013-05-17
4,4,2013-05-31
4,5,2013-06-14
4,1,2013-06-28
4,1,2013-07-12
4,1,2013-07-26
4,0,2013-08-09
4,0,2013-08-23
4,0,2013-09-06
4,0,2013-09-20
4,0,2013-10-04
4,0,2013-10-18
4,0,2013-11-01
4,2,2013-11-15
4,2,2013-11-29
4,0,2013-12-13
4,0,2013-12-27
4,0,2014-01-10
4,0,2014-01-24
4,0,2014-02-07
4,2,2014-02-21
4,4,2014-03-07
4,3,2014-03-21
4,1,2014-04-04
4,0,2014-04-18
4,0,2014-05-02
4,0,2014-05-16
4,0,2014-05-30
4,0,2014-06-13
4,0,2014-06-27
4,0,2014-07-11
4,0,2014-07-25
4,0,2014-08-08
4,0,2014-08-22
4,0,2014-09-05
4,0,2014-09-19
5,5,2010-03-12
5,5,2010-03-26
5,0,2010-04-09
5,1,2010-04-23
5,1,2010-05-07
5,0,2010-05-21
5,1,2010-06-04
5,1,2010-06-18
5,6,2010-07-02
5,10,2010-07-16
5,4,2010-07-30
5,3,2010-08-13
5,3,2010-08-27
5,3,2010-09-10
5,4,2010-09-24
5,4,2010-10-08
5,3,2010-10-22
5,0,2010-11-05
5,0,2010-11-19
5,3,2010-12-03
5,4,2010-12-17
5,4,2010-12-31
5,3,2011-01-14
5,0,2011-01-28
5,0,2011-02-11
5,0,2011-02-25
5,0,2011-03-11
5,0,2011-03-25
5,0,2011-04-08
5,1,2011-04-22
5,1,2011-05-06
5,0,2011-05-20
5,0,2011-06-03
5,0,2011-06-17
5,8,2011-07-01
5,8,2011-07-15
5,0,2011-07-29
5,0,2011-08-12
5,0,2011-08-26
5,2,2011-09-09
5,2,2011-09-23
5,0,2011-10-07
5,0,2011-10-21
5,0,2011-11-04
5,2,2011-11-18
5,5,2011-12-02
5,3,2011-12-16
5,0,2011-12-30
5,0,2012-01-13
5,2,2012-01-27
5,2,2012-02-10
5,0,2012-02-24
5,0,2012-03-09
5,3,2012-03-23
5,3,2012-04-06
5,0,2012-04-20
5,0,2012-05-04
5,0,2012-05-18
5,0,2012-06-01
5,0,2012-06-15
5,0,2012-06-29
5,5,2012-07-13
5,22,2012-07-27
5,41,2012-08-10
5,29,2012-08-24
5,17,2012-09-07
5,22,2012-09-21
5,10,2012-10-05
5,0,2012-10-19
5,0,2012-11-02
5,0,2012-11-16
5,0,2012-11-30
5,1,2012-12-14
5,13,2012-12-28
5,12,2013-01-11
5,2,2013-01-25
5,2,2013-02-08
5,0,2013-02-22
5,0,2013-03-08
5,0,2013-03-22
5,0,2013-04-05
5,6,2013-04-19
5,6,2013-05-03
5,0,2013-05-17
5,0,2013-05-31
5,15,2013-06-14
5,15,2013-06-28
5,0,2013-07-12
5,0,2013-07-26
5,0,2013-08-09
5,0,2013-08-23
5,9,2013-09-06
5,29,2013-09-20
5,67,2013-10-04
5,62,2013-10-18
5,24,2013-11-01
5,23,2013-11-15
5,27,2013-11-29
5,27,2013-12-13
5,17,2013-12-27
5,17,2014-01-10
5,22,2014-01-24
5,8,2014-02-07
5,6,2014-02-21
5,6,2014-03-07
5,3,2014-03-21
5,7,2014-04-04
5,4,2014-04-18
5,13,2014-05-02
5,13,2014-05-16
5,0,2014-05-30
5,0,2014-06-13
5,0,2014-06-27
5,0,2014-07-11
5,0,2014-07-25
5,0,2014-08-08
5,0,2014-08-22
5,0,2014-09-05
5,0,2014-09-19
6,9,2010-03-12
6,13,2010-03-26
6,4,2010-04-09
6,11,2010-04-23
6,15,2010-05-07
6,4,2010-05-21
6,0,2010-06-04
6,8,2010-06-18
6,14,2010-07-02
6,18,2010-07-16
6,15,2010-07-30
6,10,2010-08-13
6,43,2010-08-27
6,52,2010-09-10
6,16,2010-09-24
6,0,2010-10-08
6,0,2010-10-22
6,0,2010-11-05
6,0,2010-11-19
6,0,2010-12-03
6,0,2010-12-17
6,0,2010-12-31
6,0,2011-01-14
6,0,2011-01-28
6,0,2011-02-11
6,0,2011-02-25
6,0,2011-03-11
6,0,2011-03-25
6,0,2011-04-08
6,0,2011-04-22
6,0,2011-05-06
6,0,2011-05-20
6,0,2011-06-03
6,0,2011-06-17
6,0,2011-07-01
6,0,2011-07-15
6,0,2011-07-29
6,0,2011-08-12
6,0,2011-08-26
6,0,2011-09-09
6,0,2011-09-23
6,0,2011-10-07
6,0,2011-10-21
6,0,2011-11-04
6,0,2011-11-18
6,0,2011-12-02
6,0,2011-12-16
6,0,2011-12-30
6,0,2012-01-13
6,0,2012-01-27
6,0,2012-02-10
6,0,2012-02-24
6,0,2012-03-09
6,0,2012-03-23
6,0,2012-04-06
6,0,2012-04-20
6,0,2012-05-04
6,0,2012-05-18
6,0,2012-06-01
6,0,2012-06-15
6,0,2012-06-29
6,0,2012-07-13
6,0,2012-07-27
6,0,2012-08-10
6,0,2012-08-24
6,0,2012-09-07
6,0,2012-09-21
6,0,2012-10-05
6,0,2012-10-19
6,0,2012-11-02
6,0,2012-11-16
6,0,2012-11-30
6,0,2012-12-14
6,0,2012-12-28
6,0,2013-01-11
6,0,2013-01-25
6,0,2013-02-08
6,0,2013-02-22
6,0,2013-03-08
6,0,2013-03-22
6,0,2013-04-05
6,0,2013-04-19
6,0,2013-05-03
6,0,2013-05-17
6,0,2013-05-31
6,0,2013-06-14
6,0,2013-06-28
6,0,2013-07-12
6,0,2013-07-26
6,0,2013-08-09
6,0,2013-08-23
6,0,2013-09-06
6,0,2013-09-20
6,0,2013-10-04
6,0,2013-10-18
6,0,2013-11-01
6,0,2013-11-15
6,0,2013-11-29
6,0,2013-12-13
6,0,2013-12-27
6,0,2014-01-10
6,0,2014-01-24
6,0,2014-02-07
6,0,2014-02-21
6,0,2014-03-07
6,0,2014-03-21
6,0,2014-04-04
6,0,2014-04-18
6,0,2014-05-02
6,0,2014-05-16
6,0,2014-05-30
6,0,2014-06-13
6,0,2014-06-27
6,0,2014-07-11
6,0,2014-07-25
6,0,2014-08-08
6,0,2014-08-22
6,0,2014-09-05
6,0,2014-09-19
7,13,2010-03-12
7,49,2010-03-26
7,60,2010-04-09
7,37,2010-04-23
7,29,2010-05-07
7,56,2010-05-21
7,78,2010-06-04
7,79,2010-06-18
7,55,2010-07-02
7,31,2010-07-16
7,50,2010-07-30
7,66,2010-08-13
7,75,2010-08-27
7,77,2010-09-10
7,61,2010-09-24
7,36,2010-10-08
7,32,2010-10-22
7,35,2010-11-05
7,49,2010-11-19
7,59,2010-12-03
7,65,2010-12-17
7,85,2010-12-31
7,54,2011-01-14
7,31,2011-01-28
7,41,2011-02-11
7,22,2011-02-25
7,1,2011-03-11
7,10,2011-03-25
7,44,2011-04-08
7,68,2011-04-22
7,53,2011-05-06
7,45,2011-05-20
7,41,2011-06-03
7,36,2011-06-17
7,32,2011-07-01
7,31,2011-07-15
7,41,2011-07-29
7,36,2011-08-12
7,30,2011-08-26
7,42,2011-09-09
7,47,2011-09-23
7,34,2011-10-07
7,31,2011-10-21
7,39,2011-11-04
7,40,2011-11-18
7,35,2011-12-02
7,35,2011-12-16
7,39,2011-12-30
7,41,2012-01-13
7,35,2012-01-27
7,37,2012-02-10
7,43,2012-02-24
7,40,2012-03-09
7,42,2012-03-23
7,44,2012-04-06
7,34,2012-04-20
7,25,2012-05-04
7,17,2012-05-18
7,21,2012-06-01
7,40,2012-06-15
7,53,2012-06-29
7,56,2012-07-13
7,43,2012-07-27
7,40,2012-08-10
7,39,2012-08-24
7,29,2012-09-07
7,36,2012-09-21
7,29,2012-10-05
7,22,2012-10-19
7,19,2012-11-02
7,11,2012-11-16
7,22,2012-11-30
7,36,2012-12-14
7,49,2012-12-28
7,37,2013-01-11
7,31,2013-01-25
7,31,2013-02-08
7,11,2013-02-22
7,2,2013-03-08
7,7,2013-03-22
7,22,2013-04-05
7,17,2013-04-19
7,13,2013-05-03
7,30,2013-05-17
7,48,2013-05-31
7,49,2013-06-14
7,29,2013-06-28
7,28,2013-07-12
7,32,2013-07-26
7,21,2013-08-09
7,32,2013-08-23
7,56,2013-09-06
7,90,2013-09-20
7,86,2013-10-04
7,71,2013-10-18
7,65,2013-11-01
7,55,2013-11-15
7,33,2013-11-29
7,32,2013-12-13
7,79,2013-12-27
7,68,2014-01-10
7,42,2014-01-24
7,67,2014-02-07
7,63,2014-02-21
7,46,2014-03-07
7,66,2014-03-21
7,49,2014-04-04
7,40,2014-04-18
7,32,2014-05-02
7,37,2014-05-16
7,33,2014-05-30
7,0,2014-06-13
7,0,2014-06-27
7,0,2014-07-11
7,0,2014-07-25
7,0,2014-08-08
7,0,2014-08-22
7,0,2014-09-05
7,18,2014-09-19
8,6,2010-03-12
8,13,2010-03-26
8,10,2010-04-09
8,18,2010-04-23
8,22,2010-05-07
8,13,2010-05-21
8,8,2010-06-04
8,14,2010-06-18
8,12,2010-07-02
8,11,2010-07-16
8,13,2010-07-30
8,8,2010-08-13
8,32,2010-08-27
8,37,2010-09-10
8,11,2010-09-24
8,1,2010-10-08
8,1,2010-10-22
8,0,2010-11-05
8,8,2010-11-19
8,8,2010-12-03
8,1,2010-12-17
8,7,2010-12-31
8,7,2011-01-14
8,6,2011-01-28
8,8,2011-02-11
8,3,2011-02-25
8,0,2011-03-11
8,4,2011-03-25
8,10,2011-04-08
8,6,2011-04-22
8,3,2011-05-06
8,3,2011-05-20
8,0,2011-06-03
8,0,2011-06-17
8,0,2011-07-01
8,0,2011-07-15
8,0,2011-07-29
8,0,2011-08-12
8,0,2011-08-26
8,0,2011-09-09
8,0,2011-09-23
8,0,2011-10-07
8,0,2011-10-21
8,0,2011-11-04
8,0,2011-11-18
8,0,2011-12-02
8,0,2011-12-16
8,0,2011-12-30
8,0,2012-01-13
8,0,2012-01-27
8,0,2012-02-10
8,0,2012-02-24
8,0,2012-03-09
8,0,2012-03-23
8,0,2012-04-06
8,0,2012-04-20
8,0,2012-05-04
8,0,2012-05-18
8,0,2012-06-01
8,0,2012-06-15
8,0,2012-06-29
8,0,2012-07-13
8,0,2012-07-27
8,0,2012-08-10
8,0,2012-08-24
8,0,2012-09-07
8,0,2012-09-21
8,0,2012-10-05
8,0,2012-10-19
8,0,2012-11-02
8,0,2012-11-16
8,0,2012-11-30
8,0,2012-12-14
8,0,2012-12-28
8,0,2013-01-11
8,0,2013-01-25
8,0,2013-02-08
8,0,2013-02-22
8,0,2013-03-08
8,0,2013-03-22
8,0,2013-04-05
8,0,2013-04-19
8,0,2013-05-03
8,0,2013-05-17
8,0,2013-05-31
8,0,2013-06-14
8,0,2013-06-28
8,0,2013-07-12
8,0,2013-07-26
8,0,2013-08-09
8,0,2013-08-23
8,0,2013-09-06
8,0,2013-09-20
8,0,2013-10-04
8,0,2013-10-18
8,0,2013-11-01
8,0,2013-11-15
8,0,2013-11-29
8,0,2013-12-13
8,0,2013-12-27
8,0,2014-01-10
8,0,2014-01-24
8,0,2014-02-07
8,0,2014-02-21
8,0,2014-03-07
8,0,2014-03-21
8,0,2014-04-04
8,0,2014-04-18
8,0,2014-05-02
8,0,2014-05-16
8,0,2014-05-30
8,0,2014-06-13
8,0,2014-06-27
8,0,2014-07-11
8,0,2014-07-25
8,0,2014-08-08
8,0,2014-08-22
8,0,2014-09-05
8,0,2014-09-19
9,15,2010-03-12
9,19,2010-03-26
9,22,2010-04-09
9,41,2010-04-23
9,33,2010-05-07
9,17,2010-05-21
9,10,2010-06-04
9,31,2010-06-18
9,74,2010-07-02
9,55,2010-07-16
9,16,2010-07-30
9,56,2010-08-13
9,53,2010-08-27
9,10,2010-09-10
9,32,2010-09-24
9,32,2010-10-08
9,13,2010-10-22
9,20,2010-11-05
9,58,2010-11-19
9,86,2010-12-03
9,71,2010-12-17
9,76,2010-12-31
9,64,2011-01-14
9,18,2011-01-28
9,0,2011-02-11
9,0,2011-02-25
9,0,2011-03-11
9,1,2011-03-25
9,3,2011-04-08
9,2,2011-04-22
9,3,2011-05-06
9,11,2011-05-20
9,9,2011-06-03
9,1,2011-06-17
9,0,2011-07-01
9,0,2011-07-15
9,0,2011-07-29
9,0,2011-08-12
9,9,2011-08-26
9,30,2011-09-09
9,70,2011-09-23
9,81,2011-10-07
9,35,2011-10-21
9,10,2011-11-04
9,7,2011-11-18
9,2,2011-12-02
9,10,2011-12-16
9,29,2011-12-30
9,21,2012-01-13
9,0,2012-01-27
9,2,2012-02-10
9,2,2012-02-24
9,0,2012-03-09
9,2,2012-03-23
9,2,2012-04-06
9,1,2012-04-20
9,1,2012-05-04
9,4,2012-05-18
9,8,2012-06-01
9,9,2012-06-15
9,34,2012-06-29
9,31,2012-07-13
9,23,2012-07-27
9,23,2012-08-10
9,8,2012-08-24
9,59,2012-09-07
9,54,2012-09-21
9,1,2012-10-05
9,0,2012-10-19
9,0,2012-11-02
9,0,2012-11-16
9,0,2012-11-30
9,1,2012-12-14
9,1,2012-12-28
9,0,2013-01-11
9,0,2013-01-25
9,2,2013-02-08
9,3,2013-02-22
9,1,2013-03-08
9,0,2013-03-22
9,0,2013-04-05
9,1,2013-04-19
9,2,2013-05-03
9,1,2013-05-17
9,2,2013-05-31
9,2,2013-06-14
9,0,2013-06-28
9,0,2013-07-12
9,0,2013-07-26
9,0,2013-08-09
9,0,2013-08-23
9,4,2013-09-06
9,6,2013-09-20
9,2,2013-10-04
9,0,2013-10-18
9,0,2013-11-01
9,0,2013-11-15
9,0,2013-11-29
9,0,2013-12-13
9,1,2013-12-27
9,1,2014-01-10
9,0,2014-01-24
9,0,2014-02-07
9,0,2014-02-21
9,0,2014-03-07
9,1,2014-03-21
9,1,2014-04-04
9,0,2014-04-18
9,0,2014-05-02
9,1,2014-05-16
9,1,2014-05-30
9,0,2014-06-13
9,0,2014-06-27
9,0,2014-07-11
9,0,2014-07-25
9,0,2014-08-08
9,0,2014-08-22
9,0,2014-09-05
9,0,2014-09-19
11,11,2010-03-12
11,17,2010-03-26
11,8,2010-04-09
11,2,2010-04-23
11,0,2010-05-07
11,1,2010-05-21
11,17,2010-06-04
11,16,2010-06-18
11,0,2010-07-02
11,0,2010-07-16
11,0,2010-07-30
11,3,2010-08-13
11,10,2010-08-27
11,8,2010-09-10
11,1,2010-09-24
11,0,2010-10-08
11,4,2010-10-22
11,8,2010-11-05
11,5,2010-11-19
11,1,2010-12-03
11,2,2010-12-17
11,2,2010-12-31
11,0,2011-01-14
11,2,2011-01-28
11,8,2011-02-11
11,6,2011-02-25
11,0,2011-03-11
11,0,2011-03-25
11,0,2011-04-08
11,0,2011-04-22
11,0,2011-05-06
11,0,2011-05-20
11,0,2011-06-03
11,0,2011-06-17
11,0,2011-07-01
11,0,2011-07-15
11,0,2011-07-29
11,0,2011-08-12
11,2,2011-08-26
11,28,2011-09-09
11,26,2011-09-23
11,3,2011-10-07
11,17,2011-10-21
11,14,2011-11-04
11,0,2011-11-18
11,0,2011-12-02
11,5,2011-12-16
11,15,2011-12-30
11,10,2012-01-13
11,2,2012-01-27
11,14,2012-02-10
11,12,2012-02-24
11,0,2012-03-09
11,4,2012-03-23
11,14,2012-04-06
11,10,2012-04-20
11,0,2012-05-04
11,5,2012-05-18
11,5,2012-06-01
11,1,2012-06-15
11,7,2012-06-29
11,6,2012-07-13
11,31,2012-07-27
11,71,2012-08-10
11,40,2012-08-24
11,0,2012-09-07
11,0,2012-09-21
11,0,2012-10-05
11,0,2012-10-19
11,0,2012-11-02
11,0,2012-11-16
11,0,2012-11-30
11,0,2012-12-14
11,14,2012-12-28
11,14,2013-01-11
11,0,2013-01-25
11,0,2013-02-08
11,0,2013-02-22
11,0,2013-03-08
11,0,2013-03-22
11,0,2013-04-05
11,0,2013-04-19
11,0,2013-05-03
11,0,2013-05-17
11,0,2013-05-31
11,0,2013-06-14
11,0,2013-06-28
11,0,2013-07-12
11,54,2013-07-26
11,54,2013-08-09
11,0,2013-08-23
11,11,2013-09-06
11,11,2013-09-20
11,0,2013-10-04
